Category,Message
ham,"Yeah, we got one lined up for us"
ham,I dont know oh. Hopefully this month.
ham,Captain is in our room:)
ham,Wah lucky man... Then can save money... Hee...
ham,"Ditto. And you won't have to worry about me saying ANYTHING to you anymore. Like i said last night, you do whatever you want and i'll do the same. Peace."
ham,Didn't you get hep b immunisation in nigeria.
ham,S but not able to sleep.
ham,Go chase after her and run her over while she's crossing the street
ham,Where are you ? You said you would be here when I woke ... :-(
ham,O. Guess they both got screwd
ham,Which is why i never wanted to tell you any of this. Which is why i'm so short with you and on-edge as of late.
ham,Auntie huai juan never pick up her phone
ham,We r outside already.
ham,No pic. Please re-send.
spam,Someone has conacted our dating service and entered your phone because they fancy you!To find out who it is call from landline 09111030116. PoBox12n146tf15
ham,Then what about further plan?
ham,I'm at home. Please call
ham,The battery is for mr adewale my uncle. Aka Egbon
spam,Want the latest Video handset? 750 anytime any network mins? Half price line rental? Reply or call 08000930705 for delivery tomorrow
ham,Come to mahal bus stop.. &lt;DECIMAL&gt;
ham,Ok.. Ü finishing soon?
ham,He's just gonna worry for nothing. And he won't give you money its no use.
ham,Why do you ask princess?
ham,"Sure, I'll see if I can come by in a bit"
ham,We're on the opposite side from where we dropped you off
spam,87077: Kick off a new season with 2wks FREE goals & news to ur mobile! Txt ur club name to 87077 eg VILLA to 87077
ham,Yeah imma come over cause jay wants to do some drugs
ham,"Dizzamn, aight I'll ask my suitemates when I get back"
ham,U're welcome... Caught u using broken english again...
spam,"SPJanuary Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)"
ham,Was just about to ask. Will keep this one. Maybe that's why you didn't get all the messages we sent you on glo
ham,"Hiya, had a good day? Have you spoken to since the weekend?"
ham,S:)no competition for him.
ham,I'm working technical support :)voice process.networking field.
ham,Haha... Yup hopefully  we will lose a few kg by mon. after hip hop can go orchard and weigh again
ham,"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOOD NIGHT"
spam,"Thanks for your ringtone order, reference number X29. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989180"
ham,"What i mean was i left too early to check, cos i'm working a 9-6."
ham,Total video converter free download type this in google search:)
ham,Lol your always so convincing.
ham,Yes:)here tv is always available in work place..
ham,No need for the drug anymore.
ham,"Hello baby, did you get back to your mom's ? Are you setting up the computer now ? Filling your belly ? How goes it loverboy ? I miss you already ... *sighs*"
ham,Oi. Ami parchi na re. Kicchu kaaj korte iccha korche na. Phone ta tul na. Plz. Plz.
ham,Yavnt tried yet and never played original either
ham,I can't make it tonight
spam,"pdate_Now - Double mins and 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia & Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/!YHL"
spam,"XXXMobileMovieClub: To use your credit, click the WAP link in the next txt message or click here>> http://wap. xxxmobilemovieclub.com?n=QJKGIGHJJGCBL"
ham,Hello! Good week? Fancy a drink or something later?
ham,The 2 oz guy is being kinda flaky but one friend is interested in picking up $ &lt;#&gt;  worth tonight if possible
ham,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng
ham,"I can. But it will tell quite long, cos i haven't finish my film yet..."
ham,U too...
ham,No..few hours before.went to hair cut .
ham,Can't take any major roles in community outreach. You rock mel
ham,Happy birthday... May all ur dreams come true...
ham,Boo what time u get out? U were supposed to take me shopping today. :(
ham,S.s:)i thinl role is like sachin.just standing. Others have to hit.
ham,But i dint slept in afternoon.
spam,important information 4 orange user 0789xxxxxxx. today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!
ham,Ok I'm gonna head up to usf in like fifteen minutes
ham,"Ha ha nan yalrigu heltini..Iyo kothi chikku, u shared many things wit me..so far i didn't told any body and even uttered a word abt u.. If ur trusting me so much how can i tell these to others.. Plz nxt time dont use those words to me..ok, chikku:-);-)B-)"
ham,"Sorry, I can't help you on this."
ham,"Got fujitsu, ibm, hp, toshiba... Got a lot of model how to say..."
spam,"Congratulations! Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08718726971 NOW! Only 10p per minute. BT-national-rate."
spam,WOW! The Boys R Back. TAKE THAT 2007 UK Tour. Win VIP Tickets & pre-book with VIP Club. Txt CLUB to 81303. Trackmarque Ltd info@vipclub4u.
ham,Hi di is yijue we're meeting at 7 pm at esaplanade tonight.
ham,Sary just need Tim in the bollox &it hurt him a lot so he tol me!
ham,Waiting 4 my tv show 2 start lor... U leh still busy doing ur report?
spam,Ever thought about living a good life with a perfect partner? Just txt back NAME and AGE to join the mobile community. (100p/SMS)
ham,In fact when do you leave? I think addie goes back to school tues or wed
ham,No. To be nosy I guess. Idk am I over reacting if I'm freaked?
spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066
ham,Eh den sat u book e kb liao huh...
ham,Can come my room but cannot come my house cos my house still messy... Haha...
ham,I called but no one pick up e phone. I ask both of them already they said ok.
ham,I have no money 4 steve mate! !
ham,Got smaller capacity one? Quite ex...
ham,Hmmm...k...but i want to change the field quickly da:-)i wanna get system administrator or network administrator..
ham,I've been barred from all B and Q stores for life!?This twat in orange dungerees came up to me and asked if I wanted decking? So I got the first punch in!!
ham,"Sorry my roommates took forever, it ok if I come by now?"
ham,Yes but I don't care cause I know its there!
ham,My trip was ok but quite tiring lor. Uni starts today but it's ok 4 me cos i'm not taking any modules but jus concentrating on my final yr project.
ham,"HI HUN! IM NOT COMIN 2NITE-TELL EVERY1 IM SORRY 4 ME, HOPE U AVA GOODTIME!OLI RANG MELNITE IFINK IT MITE B SORTED,BUT IL EXPLAIN EVERYTHIN ON MON.L8RS.x"
ham,So what about you. What do you remember
ham,I like you peoples very much:) but am very shy pa.
ham,If he started searching he will get job in few days.he have great potential and talent.
ham,Amazing : If you rearrange these letters it gives the same meaning... Dormitory = Dirty room Astronomer = Moon starer The eyes = They see Election results = Lies lets recount Mother-in-law = Woman Hitler Eleven plus two =Twelve plus one Its Amazing... !:-)
spam,"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text"
ham,Hey so this sat are we going for the intro pilates only? Or the kickboxing too?
ham,Yeah that'd pretty much be the best case scenario
ham,Hey i will be late ah... Meet you at 945+
spam,"In The Simpsons Movie released in July 2007 name the band that died at the start of the film? A-Green Day, B-Blue Day, C-Red Day. (Send A, B or C)"
ham,Holy living christ what is taking you so long
ham,Im good! I have been thinking about you...
ham,X course it 2yrs. Just so her messages on messenger lik you r sending me
ham,Only saturday and sunday holiday so its very difficult:)
ham,Yes its possible but dint try. Pls dont tell to any one k
ham,My friends use to call the same.
spam,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate"
spam,"Hey Boys. Want hot XXX pics sent direct 2 ur phone? Txt PORN to 69855, 24Hrs free and then just 50p per day. To stop text STOPBCM SF WC1N3XX"
spam,"Update_Now - Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/F4Q="
ham,Sorry to be a pain. Is it ok if we meet another night? I spent late afternoon in casualty and that means i haven't done any of y stuff42moro and that includes all my time sheets and that. Sorry.
spam,"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE"
ham,&lt;#&gt;  mins but i had to stop somewhere first.
ham,When you came to hostel.
ham,No break time one... How... I come out n get my stuff fr ü?
ham,No message..no responce..what happend?
spam,Reply to win £100 weekly! Where will the 2006 FIFA World Cup be held? Send STOP to 87239 to end service
ham,Jesus armand really is trying to tell everybody he can find
ham,I will reach ur home in  &lt;#&gt;  minutes
ham,Neshanth..tel me who r u?
ham,I liked your new house
ham,Lol! Oops sorry! Have fun.
ham,I'll probably be by tomorrow (or even later tonight if something's going on)
ham,my ex-wife was not able to have kids. Do you want kids one day?
ham,Hhahhaahahah rofl wtf nig was leonardo in your room or something
ham,Send to someone else :-)
ham,I could ask carlos if we could get more if anybody else can chip in
ham,Sorry da. I gone mad so many pending works what to do.
ham,"Yeah hopefully, if tyler can't do it I could maybe ask around a bit"
ham,Just send a text. We'll skype later.
ham,"Fun fact: although you would think armand would eventually build up a tolerance or some shit considering how much he smokes, he gets fucked up in like 2 hits"
ham,"LOOK AT AMY URE A BEAUTIFUL, INTELLIGENT WOMAN AND I LIKE U A LOT. I KNOW U DONT LIKE ME LIKE THAT SO DONT WORRY."
ham,And is there a way you can send shade's stuff to her. And she has been wonderful too.
ham,"Wow ... I love you sooo much, you know ? I can barely stand it ! I wonder how your day goes and if you are well, my love ... I think of you and miss you"
ham,It only does simple arithmetic not percentages.
ham,Dont pick up d call when something important is There to tell. Hrishi
ham,Depends on where u going lor.
ham,Thats cool. i am a gentleman and will treat you with dignity and respect.
spam,"YOU VE WON! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins"
ham,Or ill be a little closer like at the bus stop on the same street
ham,I will treasure every moment we spend together...
ham,Please tell me you have some of that special stock you were talking about
ham,K I'll call you when I'm close
ham,Gam gone after outstanding innings.
ham,"Dear relieved of westonzoyland, all going to plan this end too!"
ham,Should I have picked up a receipt or something earlier
ham,Dunno cos i was v late n when i reach they inside already... But we ate spageddies lor... It's e gals who r laughing at me lor...
ham,Boy; I love u Grl: Hogolo Boy: gold chain kodstini Grl: Agalla Boy: necklace madstini Grl: agalla Boy: Hogli 1 mutai eerulli kodthini! Grl: I love U kano;-)
ham,I am in tirupur.  call you da.
ham,"Sorry im getting up now, feel really bad- totally rejected that kinda me thing."
ham,"Oh... I was thkin of goin yogasana at 10 den no nd to go at 3 den can rush to parco 4 nb... Okie lor, u call me when ready..."
spam,"FREE NOKIA Or Motorola with upto 12mths 1/2price linerental, 500 FREE x-net mins&100txt/mth FREE B'tooth*. Call Mobileupd8 on 08001950382 or call 2optout/D3WV"
ham,I accidentally brought em home in the box
ham,U r too much close to my heart. If u go away i will be shattered. Plz stay with me.
ham,I think you should go the honesty road. Call the bank tomorrow. Its the tough decisions that make us great people.
ham,"Men always needs a beautiful, intelligent, caring, loving, adjustable, cooperative wife. But the law allows only one wife...."
ham,U dun say so early hor... U c already then say...
ham,"Carlos took a while (again), we leave in a minute"
ham,"Haha I heard that, text me when you're around"
spam,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094565
ham,I asked you to call him now ok
ham,"I didnt get ur full msg..sometext is missing, send it again"
ham,"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD"
ham,"Hello my boytoy ... Geeee I miss you already and I just woke up. I wish you were here in bed with me, cuddling me. I love you ..."
ham,Can not use foreign stamps in this country. Good lecture .
ham,Actually I decided I was too hungry so I haven't left yet :V
ham,Ü bot notes oredi... Cos i juz rem i got...
ham,Babe !!!! I LOVE YOU !!!! *covers your face in kisses*
spam,Todays Voda numbers ending 1225 are selected to receive a £50award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app
ham,Onum ela pa. Normal than.
spam,Reply with your name and address and YOU WILL RECEIVE BY POST a weeks completely free accommodation at various global locations www.phb1.com ph:08700435505150p
ham,Where to get those?
ham,I can make lasagna for you... vodka...
ham,Huh i cant thk of more oredi how many pages do we have?
ham,"Now, whats your house # again ? And do you have any beer there ?"
ham,Future is not what we planned for tomorrow.....! it is the result of what we do today...! Do the best in present... enjoy the future.
ham,Match started.india  &lt;#&gt;  for 2
ham,I just cooked a rather nice salmon a la you
spam,You have WON a guaranteed £1000 cash or a £2000 prize.To claim yr prize call our customer service representative on
ham,Lemme know when you're here
ham,cud u tell ppl im gona b a bit l8 cos 2 buses hav gon past cos they were full & im still waitin 4 1. Pete x
ham,"My friend just got here and says he's upping his order by a few grams (he's got $ &lt;#&gt; ), when can you get here?"
ham,"Haha yeah I see that now, be there in a sec"
ham,"Hello. Sort of out in town already. That . So dont rush home, I am eating nachos. Will let you know eta."
ham,Yes. Last  practice
ham,"Dear Hero,i am leaving to qatar tonite for an apt opportunity.pls do keep in touch at  &lt;EMAIL&gt; ,kerala"
ham,I'm not. She lip synced with shangela.
spam,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?"
ham,"Have a lovely night and when you wake up to see this message, i hope you smile knowing all is as should be. Have a great morning"
ham,Its hard to believe things like this. All can say lie but think twice before saying anything to me.
ham,No de.am seeing in online shop so that i asked.
ham,Not yet. Just i'd like to keep in touch and it will be the easiest way to do that from barcelona. By the way how ru and how is the house?
spam,RT-KIng Pro Video Club>> Need help? info@ringtoneking.co.uk or call 08701237397 You must be 16+ Club credits redeemable at www.ringtoneking.co.uk! Enjoy!
ham,"Hey babe, how's it going ? Did you ever figure out where your going for New Years ?"
spam,Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468
ham,"Babe! How goes that day ? What are you up to ? I miss you already, my Love ... * loving kiss* ... I hope everything goes well."
ham,"Hello.How u doing?What u been up 2?When will u b moving out of the flat, cos I will need to arrange to pick up the lamp, etc. Take care. Hello caroline!"
spam,Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX £1.50
ham,I was up all night too worrying about this appt. It's a shame we missed a girls night out with quizzes popcorn and you doing my hair.
spam,Congratulations ur awarded either £500 of CD gift vouchers & Free entry 2 our £100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16
ham,That's necessarily respectful
ham,Yup ü not comin :-(
ham,"And very importantly, all we discuss is between u and i only."
ham,"The guy (kadeem) hasn't been selling since the break, I know one other guy but he's paranoid as fuck and doesn't like selling without me there and I can't be up there til late tonight"
ham,Uncle Abbey! Happy New Year. Abiola
spam,Collect your VALENTINE'S weekend to PARIS inc Flight & Hotel + £200 Prize guaranteed! Text: PARIS to No: 69101. www.rtf.sphosting.com
ham,How much i gave to you. Morning.
ham,is your hamster dead? Hey so tmr i meet you at 1pm orchard mrt?
ham,Ü dun need to pick ur gf?
spam,Valentines Day Special! Win over £1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201.
ham,Does she usually take fifteen fucking minutes to respond to a yes or no question
ham,If you hear a loud scream in about &lt;#&gt; minutes its cause my Gyno will be shoving things up me that don't belong :/
ham,"Oh right, ok. I'll make sure that i do loads of work during the day!  got a really nasty cough today and is dry n shot so that should really help it!"
ham,I don't think he has spatula hands!
ham,If you were/are free i can give. Otherwise nalla adi entey nattil kittum
spam,"URGENT!! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins"
ham,Dunno lei shd b driving lor cos i go sch 1 hr oni.
ham,Oh ok..
ham,"It's cool, we can last a little while. Getting more any time soon?"
ham,"Hey, can you tell me blake's address? Carlos wanted me to meet him there but I got lost and he's not answering his phone"
ham,How's it feel? Mr. Your not my real Valentine just my yo Valentine even tho u hardly play!!
ham,"No my blankets are sufficient, thx"
ham,Roger that. We‘re probably going to rem in about 20
ham,Ho ho - big belly laugh! See ya tomo
ham,"Wishing you and your family Merry ""X"" mas and HAPPY NEW Year in advance.."
spam,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597
ham,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear
ham,Hello- thanx for taking that call. I got a job! Starts on monday!
ham,"That's good, because I need drugs"
ham,happened here while you were adventuring
ham,"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it...."
ham,Nt yet chikku..simple habba..hw abt u?
ham,Even if he my friend he is a priest call him now
ham,Should I tell my friend not to come round til like  &lt;#&gt; ish?
ham,Ok...
ham,"Yes, my reg is  Ciao!"
ham,"HEY THERE BABE, HOW U DOIN? WOT U UP 2 2NITE LOVE ANNIE X."
ham,Lol yeah at this point I guess not
ham,I sent lanre fakeye's Eckankar details to the mail box
ham,Call me when u finish then i come n pick u.
ham,I'm not driving... Raining! Then i'll get caught at e mrt station lor.
ham,Hope you are having a great day.
ham,For me the love should start with attraction.i should feel that I need her every time around me.she should be the first thing which comes in my thoughts.I would start the day and end it with her.she should be there every time I dream.love will be then when my every breath has her name.my life should happen around her.my life will be named to her.I would cry for her.will give all my happiness and take all her sorrows.I will be ready to fight with anyone for her.I will be in love when I will be doing the craziest things for her.love will be when I don't have to proove anyone that my girl is the most beautiful lady on the whole planet.I will always be singing praises for her.love will be when I start up making chicken curry and end up makiing sambar.life will be the most beautiful then.will get every morning and thank god for the day because she is with me.I would like to say a lot..will tell later..
ham,I guess it is useless calling u 4 something important.
ham,Shall i start from hear.
spam,Congratulations ur awarded either £500 of CD gift vouchers & Free entry 2 our £100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com 1 win150ppmx3age16
ham,Nvm it's ok...
ham,"Alright, we're all set here, text the man"
ham,Ok both our days. So what are you making for dinner tonite? Am I invited?
ham,Y she dun believe leh? I tot i told her it's true already. I thk she muz c us tog then she believe.
spam,Free tones Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk
ham,Gud ni8.swt drms.take care
spam,Sexy Singles are waiting for you! Text your AGE followed by your GENDER as wither M or F E.G.23F. For gay men text your AGE followed by a G. e.g.23G.
spam,"URGENT! Your mobile number *************** WON a £2000 Bonus Caller prize on 10/06/03! This is the 2nd attempt to reach you! Call 09066368753 ASAP! Box 97N7QP, 150ppm"
ham,"Its ok., i just askd did u knw tht no?"
spam,"3 FREE TAROT TEXTS! Find out about your love life now! TRY 3 FOR FREE! Text CHANCE to 85555 16 only! After 3 Free, Msgs £1.50 each"
ham,My exam is for february 4. Wish you a great day.
ham,Congrats. That's great. I wanted to tell you not to tell me your score cos it might make me relax. But its motivating me so thanks for sharing
ham,"I‘ll leave around four, ok?"
ham,"Alright we're hooked up, where you guys at"
ham,Did u turn on the heater? The heater was on and set to &lt;#&gt; degrees.
ham,Mathews or tait or edwards or anderson
ham,"Same, I'm at my great aunts anniversary party in tarpon springs"
ham,"Well the weather in cali's great. But its complexities are great. You need a car to move freely, its taxes are outrageous. But all in all its a great place. The sad part is i missing home."
ham,Lol alright i was thinkin that too haha
ham,Hey mate. Spoke to the mag people. We‘re on.  the is deliver by the end of the month. Deliver on the 24th sept. Talk later.
spam,Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question(std txt rate)T&C's apply 08452810075over18's
ham,I love to cuddle! I want to hold you in my strong arms right now...
ham,Lmao but its so fun...
spam,"Hi ya babe x u 4goten bout me?' scammers getting smart..Though this is a regular vodafone no, if you respond you get further prem rate msg/subscription. Other nos used also. Beware!"
ham,Nope wif my sis lor... Aft bathing my dog then i can bathe... Looks like it's going 2 rain soon.
ham,Glad to see your reply.
ham,I like to think there's always the possibility of being in a pub later.
spam,Free msg: Single? Find a partner in your area! 1000s of real people are waiting to chat now!Send CHAT to 62220Cncl send STOPCS 08717890890£1.50 per msg
ham,Nope... Think i will go for it on monday... Sorry i replied so late
ham,The greatest test of courage on earth is to bear defeat without losing heart....gn tc
ham,"I'll get there at 3, unless you guys want me to come some time sooner"
ham,It certainly puts things into perspective when something like this happens
ham,I came hostel. I m going to sleep. Plz call me up before class. Hrishi.
ham,"Brainless Baby Doll..:-D;-), vehicle sariyag drive madoke barolla.."
ham,"Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:""if it is made by my students,this wont even start........ Datz confidence.."
ham,"Call me, i am senthil from hsbc."
spam,**FREE MESSAGE**Thanks for using the Auction Subscription Service. 18 . 150p/MSGRCVD 2 Skip an Auction txt OUT. 2 Unsubscribe txt STOP CustomerCare 08718726270
ham,Cab is available.they pick up and drop at door steps.
ham,But you dint in touch with me.
ham,"Aight, let me know when you're gonna be around usf"
ham,I'll let you know when it kicks in
ham,What happen dear. Why you silent. I am tensed
ham,Pete can you please ring meive hardly gotany credit
ham,I'm gonna rip out my uterus.
ham,We will meet soon princess! Ttyl!
ham,Oops sorry. Just to check that you don't mind picking me up tomo at half eight from station. Would that be ok?
ham,I love u 2 my little pocy bell I am sorry but I love u
ham,WHEN THE FIRST STRIKE IS A RED ONE. THE BIRD + ANTELOPE BEGIN TOPLAY IN THE FIELDOF SELFINDEPENDENCE BELIEVE THIS + THE FLOWER OF CONTENTION WILL GROW.RANDOM!
ham,I'm serious. You are in the money base
ham,Have a nice day my dear.
ham,A guy who gets used but is too dumb to realize it.
ham,"Garbage bags, eggs, jam, bread, hannaford wheat chex"
ham,Ha... Both of us doing e same thing. But i got tv 2 watch. U can thk of where 2 go tonight or u already haf smth in mind...
ham,"Yeah there's barely enough room for the two of us, x has too many fucking shoes. Sorry man, see you later"
ham,Minimum walk is 3miles a day.
spam,Your weekly Cool-Mob tones are ready to download !This weeks new Tones include: 1) Crazy Frog-AXEL F>>> 2) Akon-Lonely>>> 3) Black Eyed-Dont P >>>More info in n
spam,8007 FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W4 5WQ norm 150p/tone 16+
ham,Dont know supports ass and srt i thnk. I think ps3 can play through usb too
spam,You have 1 new message. Please call 08718738034.
spam,How about getting in touch with folks waiting for company? Just txt back your NAME and AGE to opt in! Enjoy the community (150p/SMS)
ham,"It‘s £6 to get in, is that ok?"
ham,"Ok., is any problem to u frm him? Wats matter?"
spam,Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394514 From Landline DATEBox1282EssexCM61XN 150p/min 18
ham,"Cool, I'll text you when I'm on the way"
ham,"Fair enough, anything going on?"
spam,Urgent! Please call 09061213237 from a landline. £5000 cash or a 4* holiday await collection. T &Cs SAE PO Box 177 M227XY. 16+
ham,"chile, please! It's only a  &lt;DECIMAL&gt;  hour drive for me. I come down all the time and will be subletting feb-april for audition season."
ham,But you were together so you should be thinkin about him
ham,So no messages. Had food?
ham,So dont use hook up any how
ham,"Er yeah, i will b there at 15:26, sorry! Just tell me which pub/cafe to sit in and come wen u can"
ham,Take something for pain. If it moves however to any side in the next 6hrs see a doctor.
ham,"Call me da, i am waiting for your call."
ham,I have lost 10 kilos as of today!
ham,"Good afternoon, my love. How goes your day ? What are you up to ? I woke early and am online waiting for you ... Hmmm ... Italian boy is online I see . *grins*"
ham,"(No promises on when though, haven't even gotten dinner yet)"
ham,Hey! There's veggie pizza... :/
ham,"sure, but make sure he knows we ain't smokin yet"
ham,HI DARLIN IM MISSIN U HOPE YOU ARE HAVING A GOOD TIME. WHEN ARE U BACK AND WHAT TIME IF U CAN GIVE ME A CALL AT HOME. JESS XX
ham,Ok lor.
spam,-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468
ham,Yes i have. So that's why u texted. Pshew...missing you so much
ham,No..but heard abt tat..
spam,Bought one ringtone and now getting texts costing 3 pound offering more tones etc
ham,You best watch what you say cause I get drunk as a motherfucker
ham,Who were those people ? Were you in a tour ? I thought you were doing that sofa thing you sent me ? Your curious sugar
ham,That seems unnecessarily hostile
ham,"I promise to take good care of you, princess. I have to run now. Please send pics when you get a chance. Ttyl!"
ham,K actually can you guys meet me at the sunoco on howard? It should be right on the way
spam,"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records"
ham,We can make a baby in yo tho
ham,"Nothing. I meant that once the money enters your account here, the bank will remove its flat rate. Someone transfered  &lt;#&gt;  to my account and  &lt;#&gt; dollars got removed. So the banks differ and charges also differ.be sure you trust the 9ja person you are sending account details to cos..."
ham,:-( sad puppy noise
spam,You are being ripped off! Get your mobile content from www.clubmoby.com call 08717509990 poly/true/Pix/Ringtones/Games six downloads for only 3
ham,"Sir Goodmorning, Once free call me."
ham,Dunno lei... I might b eatin wif my frens... If ü wan to eat then i wait 4 ü lar
ham,No objection. My bf not coming.
ham,Leaving to qatar tonite in search of an opportunity.all went fast.pls add me in ur prayers dear.Rakhesh
ham,If u sending her home first it's ok lor. I'm not ready yet.
ham,Excellent! Wish we were together right now!
ham,when you and derek done with class?
ham,So lets make it saturday or monday as per convenience.
ham,I take it we didn't have the phone callon Friday. Can we assume we won't have it this year now?
ham,"Ask g or iouri, I've told the story like ten times already"
ham,Life spend with someone for a lifetime may be meaningless but a few moments spent with someone who really love you means more than life itself..
ham,"Yeah go on then, bored and depressed sittin waitin for phone to ring... Hope the wind drops though, scary"
ham,"I'm done. I'm sorry. I hope your next space gives you everything you want. Remember all the furniture is yours. If i'm not around when you move it, just lock all the locks and leave the key with jenne."
ham,"Haha get used to driving to usf man, I know a lot of stoners"
ham,Enjoy ur life. . Good night
ham,Gud ni8 dear..slp well..take care..swt dreams..Muah..
ham,I want to tell you how bad I feel that basically the only times I text you lately are when I need drugs
ham,I dont want to hear philosophy. Just say what happen
ham,Was gr8 to see that message. So when r u leaving? Congrats dear. What school and wat r ur plans.
spam,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE"
ham,"That day ü say ü cut ur hair at paragon, is it called hair sense? Do ü noe how much is a hair cut?"
ham,"Helloooo... Wake up..! ""Sweet"" ""morning"" ""welcomes"" ""You"" ""Enjoy"" ""This Day"" ""with full of joy"".. ""GUD MRNG""."
spam,Do you want a new Video phone? 600 anytime any network mins 400 Inclusive Video calls AND downloads 5 per week Free delTOMORROW call 08002888812 or reply NOW
ham,Its going good...no problem..but still need little experience to understand american customer voice...
ham,At 4. Let's go to bill millers
ham,Haha... They cant what... At the most tmr forfeit... haha so how?
ham,Where in abj are you serving. Are you staying with dad or alone.
ham,I anything lor.
ham,Haha... can... But i'm having dinner with my cousin...
ham,"If i let you do this, i want you in the house by 8am."
ham,Love you aathi..love u lot..
ham,How abt making some of the pics bigger?
ham,So that means you still think of teju
ham,How much you got for cleaning
ham,;-) ok. I feel like john lennon.
ham,No messages on her phone. I'm holding it now
ham,"Hello, yeah i've just got out of the bath and need to do my hair so i'll come up when i'm done, yeah?"
spam,FreeMsg: Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop
ham,Hurry home. Soup is DONE!
ham,watever reLation u built up in dis world only thing which remains atlast iz lonlines with lotz n lot memories! feeling..
ham,Anything lor but toa payoh got place 2 walk meh...
ham,Probably money worries. Things are coming due and i have several outstanding invoices for work i did two and three months ago.
ham,Hey now am free you can call me.
ham,You stayin out of trouble stranger!!saw Dave the other day hes sorted now!still with me bloke when u gona get a girl MR!ur mum still Thinks we will get 2GETHA!
ham,Ok... Then r we meeting later?
